time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,spike
12156,0.00013,0.00068,0.00011,-7e-05,-0.00011,-0.00031,-0.00037,6e-05,0,0
12157,0.00013,0.00068,0.00011,-7e-05,-0.00011,-0.00031,-0.00037,6e-05,0,0
12158,0.00013,0.00068,0.00011,-7e-05,-0.00011,-0.00031,-0.00037,6e-05,0,0
12159,-0.00055,-0.00056,-0.00011,-0.00016,-0.00035,-0.00026,5e-05,5e-05,0,1
12160,-0.00055,-0.00056,-0.00011,-0.00016,-0.00035,-0.00026,5e-05,5e-05,0,1
12161,-0.00055,-0.00056,-0.00011,-0.00016,-0.00035,-0.00026,5e-05,5e-05,0,1
12162,-0.00055,-0.00056,-0.00011,-0.00016,-0.00035,-0.00026,5e-05,5e-05,0,1
12163,-0.00055,-0.00056,-0.00011,-0.00016,-0.00035,-0.00026,5e-05,5e-05,0,1
12164,-0.00055,-0.00056,-0.00011,-0.00016,-0.00035,-0.00026,5e-05,5e-05,0,1
12165,-0.00055,-0.00056,-0.00011,-0.00016,-0.00035,-0.00026,5e-05,5e-05,0,1
12166,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12167,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12168,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12169,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12170,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12171,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12172,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12173,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12174,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12175,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12176,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12177,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12178,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12179,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12180,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12181,0.00026,0.0003,4e-05,8e-05,0.00011,0.00043,0.00042,0.00063,0,1
12182,-0.00043,-0.0007,-0.00042,-0.00041,-0.00058,-0.00048,-0.00065,-0.00018,0,1
12183,-0.00043,-0.0007,-0.00042,-0.00041,-0.00058,-0.00048,-0.00065,-0.00018,0,1
12184,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,1
12185,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,1
12186,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12188,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12189,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12190,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12191,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12192,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12193,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12194,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12195,-0.00045,-0.00099,-0.00025,-0.0001,-0.00012,-0.00039,-0.00048,-0.00036,0,0
12196,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12197,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12198,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12199,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12200,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12201,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12202,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12203,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12204,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12205,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12206,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12207,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12208,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12209,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12210,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12211,0.00061,0.00063,6e-05,3e-05,7e-05,0.00015,0.00018,-0.0003,0,1
12212,-0.00033,-0.00102,-0.00019,0.00031,0.00098,0.00022,0.00018,-0.00028,0,1
12213,-0.00033,-0.00102,-0.00019,0.00031,0.00098,0.00022,0.00018,-0.00028,0,1
12214,-0.00033,-0.00102,-0.00019,0.00031,0.00098,0.00022,0.00018,-0.00028,0,1
12215,-0.00033,-0.00102,-0.00019,0.00031,0.00098,0.00022,0.00018,-0.00028,0,1
12216,-0.00033,-0.00102,-0.00019,0.00031,0.00098,0.00022,0.00018,-0.00028,0,1
12217,-0.00033,-0.00102,-0.00019,0.00031,0.00098,0.00022,0.00018,-0.00028,0,1
12218,-0.00033,-0.00102,-0.00019,0.00031,0.00098,0.00022,0.00018,-0.00028,0,1
12219,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12220,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12221,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12222,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12223,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12224,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12225,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12226,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12227,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12228,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12229,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12230,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12231,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,1
12232,0.00024,-0.00021,6e-05,0.00014,0.00024,0.00033,0.00034,0.00044,0,0
12233,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12234,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12235,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12236,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12238,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12239,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12240,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12241,-8e-05,0.00026,-3e-05,-0.00028,-0.00075,-0.00035,-6e-05,-0.00036,0,0
12242,-0.00092,-0.00075,-5e-05,7e-05,0.00015,8e-05,6e-05,-0.00023,0,1
12243,-0.00092,-0.00075,-5e-05,7e-05,0.00015,8e-05,6e-05,-0.00023,0,1
12244,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12245,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12246,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12247,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12248,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12249,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12250,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12251,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12252,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12253,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12254,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12255,9e-05,0.00022,6e-05,-8e-05,-0.00031,0.0001,-0.00019,-0.00055,0,1
12256,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12257,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12258,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12259,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12260,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12261,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12262,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12263,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,1
12264,0.0002,0.00061,0.00017,0.00029,0.00043,0.00033,0.0002,0.00045,0,0
12265,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12266,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12267,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12268,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12269,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12270,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12271,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12272,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12273,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12274,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12275,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12276,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12277,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12278,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12279,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12280,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12281,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12282,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12283,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12284,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12285,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12286,0.00032,0.00081,0.00015,-7e-05,-0.00024,-2e-05,0.00034,0.00055,0,0
12288,0.00019,0.0002,-8e-05,-0.00027,-0.00051,-0.00034,-0.00015,-4e-05,0,0
12289,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12290,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12291,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12292,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12293,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12294,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12295,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12296,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12297,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12298,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12299,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12300,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12301,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12302,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12303,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12304,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12305,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12306,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12307,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12308,0.00029,-4e-05,5e-05,1e-05,-0.00019,1e-05,8e-05,0.00039,0,0
12309,-1e-05,0.00022,8e-05,-3e-05,4e-05,0.00013,0.00013,0.00034,0,0
12310,9e-05,-0.00049,-4e-05,3e-05,0.00016,0.00012,0.00037,0.0005,0,0
12311,-8e-05,-0.00015,-9e-05,-6e-05,5e-05,-0.00016,-4e-05,-1e-05,0,0
12312,-8e-05,-0.00015,-9e-05,-6e-05,5e-05,-0.00016,-4e-05,-1e-05,0,0
12313,-8e-05,-0.00015,-9e-05,-6e-05,5e-05,-0.00016,-4e-05,-1e-05,0,0
12314,-8e-05,-0.00015,-9e-05,-6e-05,5e-05,-0.00016,-4e-05,-1e-05,0,0
12315,-8e-05,-0.00015,-9e-05,-6e-05,5e-05,-0.00016,-4e-05,-1e-05,0,0
12316,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12317,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12318,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12319,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12320,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12321,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12322,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12323,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12324,0.00045,0.00061,0.0001,-8e-05,-0.00017,-0.00031,-0.00023,-0.00013,0,0
12325,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12326,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12327,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12328,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12329,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12330,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12331,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12332,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12333,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12334,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12335,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12336,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12338,-0.00035,7e-05,1e-05,1e-05,6e-05,0.00016,-6e-05,-0.00054,0,0
12339,-2e-05,0.00039,3e-05,-3e-05,6e-05,-1e-05,-4e-05,-0.00023,0,0
12340,-2e-05,0.00039,3e-05,-3e-05,6e-05,-1e-05,-4e-05,-0.00023,0,0
12341,-2e-05,0.00039,3e-05,-3e-05,6e-05,-1e-05,-4e-05,-0.00023,0,0
12342,-2e-05,0.00039,3e-05,-3e-05,6e-05,-1e-05,-4e-05,-0.00023,0,0
12343,-2e-05,0.00039,3e-05,-3e-05,6e-05,-1e-05,-4e-05,-0.00023,0,0
12344,-2e-05,0.00039,3e-05,-3e-05,6e-05,-1e-05,-4e-05,-0.00023,0,0
12345,-2e-05,0.00039,3e-05,-3e-05,6e-05,-1e-05,-4e-05,-0.00023,0,0
12346,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12347,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12348,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12349,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12350,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12351,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12352,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12353,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12354,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12355,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12356,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12357,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12358,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12359,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12360,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12361,8e-05,0.00014,4e-05,5e-05,0.00013,3e-05,-4e-05,-3e-05,0,0
12362,-0.0002,-2e-05,0.0,-2e-05,-0.00011,-8e-05,-3e-05,-8e-05,0,0
12363,6e-05,0.00025,4e-05,-5e-05,0.0,-5e-05,-0.0001,2e-05,0,0
12364,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12365,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12366,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12367,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12368,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12369,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12370,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12371,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12372,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12373,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12374,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12375,-0.00014,-0.00032,-2e-05,0.0001,0.00015,0.00016,6e-05,-0.00013,0,0
12376,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12377,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12378,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12379,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12380,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12381,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12382,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12383,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12384,0.0002,0.00038,0.0002,0.00012,-5e-05,-6e-05,0.00028,0.00039,0,0
12385,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12386,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12388,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12389,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12390,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12391,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12392,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12393,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12394,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12395,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12396,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12397,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12398,3e-05,1e-05,-5e-05,-9e-05,-0.0001,-0.00019,-4e-05,0.00028,0,0
12399,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12400,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12401,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12402,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12403,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12404,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12405,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12406,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12407,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12409,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12410,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12411,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12412,-0.00023,-0.00034,-2e-05,4e-05,-1e-05,0.00014,7e-05,0.00036,0,0
12413,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12414,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12415,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12416,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12417,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12418,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12419,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12420,-0.00039,-0.00022,-6e-05,-8e-05,-8e-05,7e-05,-3e-05,-9e-05,0,0
12421,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12422,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12423,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12424,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12425,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12426,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12427,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12428,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12429,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12430,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12431,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12432,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12433,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12434,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12435,0.00036,0.00048,0.00012,2e-05,0.0,1e-05,-0.00036,-0.00071,0,0
12436,0.00028,1e-05,-5e-05,-6e-05,2e-05,-6e-05,6e-05,0.00058,0,0
12438,0.00028,1e-05,-5e-05,-6e-05,2e-05,-6e-05,6e-05,0.00058,0,0
12439,0.00028,1e-05,-5e-05,-6e-05,2e-05,-6e-05,6e-05,0.00058,0,0
